loss
2.40208
2.34238
2.3843
2.32641
2.32228
2.29754
2.27209
2.24268
2.2561
2.22303
2.19057
2.24366
2.26378
2.14896
2.16022
2.22255
2.14065
2.14753
2.09734
2.09065
2.0912
2.11611
2.04731
2.0879
2.10161
2.02481
2.00185
2.08716
2.00261
1.96
1.88225
1.98535
1.9745
1.94069
1.95089
1.94219
1.87446
1.99363
2.01299
1.83006
1.94292
1.88837
1.88973
2.03266
1.82028
1.83093
1.76871
1.80376
1.78012
1.85221
1.84068
1.75024
1.76644
1.84336
1.8556
1.80309
1.94545
1.74082
1.72532
1.7045
1.70158
1.80154
1.77813
1.78331
1.67173
1.65046
1.9096
1.7174
1.75293
1.74952
1.64511
1.63642
1.62734
1.80042
1.5352
1.70318
1.62083
1.51285
1.52786
1.7211
1.55658
1.62957
1.56465
1.64618
1.6274
1.58725
1.51034
1.50528
1.60038
1.56752
1.3796
1.46564
1.58135
1.62554
1.5294
1.54128
1.61049
1.54591
1.39604
1.59617
1.44088
1.55902
1.63672
1.55823
1.47589
1.60956
1.59926
1.52566
1.6886
1.64231
1.38377
1.48845
1.52643
1.5648
1.41848
1.43182
1.72652
1.3935
1.40071
1.38553
1.27875
1.31118
1.40203
1.63992
1.38225
1.42364
1.45505
1.46917
1.31287
1.59212
1.43645
1.54031
1.25451
1.4042
1.44749
1.37654
1.45535
1.30601
1.59365
1.33925
1.27814
1.51236
1.33666
1.5224
1.20402
1.26922
1.51283
1.37846
1.28594
1.40363
1.39207
1.24433
1.33734
1.28294
1.35276
1.44137
1.15606
1.43925
1.34507
1.53714
1.46577
1.24678
1.12053
1.56669
1.28741
1.35626
1.14741
1.22975
1.18008
1.26688
1.31681
1.23473
1.28588
1.27206
1.33747
1.28343
1.22013
1.37493
1.32771
1.43218
1.45816
1.3176
1.35323
1.34806
1.31334
1.33449
1.27064
1.20557
1.2444
1.28483
1.57493
1.15492
1.16637
1.42515
1.36979
1.32113
1.35484
1.07093
1.59858
1.25695
1.247
1.26558
1.54919
1.26421
1.25726
1.14198
1.09104
1.32268
1.12358
1.35604
1.29876
1.27795
1.40233
1.18453
1.1897
1.37737
1.44624
1.02957
1.18136
1.28757
1.34584
1.24988
1.22399
1.18294
1.32785
1.18846
1.19484
1.27334
1.27656
1.23887
1.39107
1.24152
1.21511
1.1562
1.18512
1.34983
1.35525
1.21988
1.23077
1.18222
1.26841
1.2898
1.27377
1.12439
1.08003
1.18233
1.26307
1.09091
1.18859
1.37079
1.24005
1.36005
1.1368
1.25554
1.23687
1.44702
1.22435
1.27665
1.16522
1.10971
1.20305
1.10981
1.06411
1.30153
1.15421
1.12547
1.08032
1.18057
1.15692
1.29368
1.31351
1.09683
1.21653
1.13414
0.965584
1.4252
1.26812
0.829278
1.07725
1.05131
1.26144
1.16406
1.12046
1.27508
1.20959
1.42278
1.155
1.16477
1.01283
1.19024
1.30722
1.13939
1.27742
1.16846
1.11552
1.21075
1.32828
1.09477
1.13764
1.13603
1.51089
1.25392
0.951382
1.39101
1.21884
0.957371
1.21458
1.07205
1.33401
1.13723
1.2266
1.10766
1.13613
1.18606
1.29821
1.08476
1.05678
1.06049
1.1655
1.16868
1.09553
1.11037
1.18411
0.981721
1.06083
1.04109
1.1756
1.15858
1.03417
1.34553
1.32873
0.84642
1.19676
0.958635
1.14826
1.19986
1.30057
1.14661
0.971559
0.972909
1.23474
1.18832
1.04608
1.06152
0.905932
1.01778
1.04281
1.16037
1.06555
1.16489
1.33554
1.00012
1.24972
1.17337
1.00456
1.19835
1.06643
1.39495
1.21241
1.32073
1.15578
1.2772
1.04475
1.14924
1.2032
1.25933
1.01418
1.0751
1.20729
1.10899
1.19592
1.05899
0.848724
1.24231
0.90536
1.03997
0.987664
1.08711
1.0603
0.941366
1.15218
0.95583
1.05775
1.12633
1.06732
0.983418
1.01484
0.985062
1.0257
0.99974
1.21089
1.18112
1.26807
1.16188
0.954012
1.03634
1.11101
1.22735
1.06624
0.996353
1.02613
0.997963
0.9717
1.11076
1.20371
1.13049
1.0328
1.15147
1.0614
1.09505
0.978368
0.943596
1.07469
1.01037
0.948569
1.02128
1.12482
1.02202
1.2706
1.18004
1.03727
0.985461
1.00853
1.12067
1.04735
1.04552
0.934829
1.2349
1.08149
1.06528
1.37453
0.771984
1.06127
1.01859
1.06713
1.1692
0.916672
1.0539
1.18856
1.00845
1.09415
1.21574
1.07272
0.960272
1.2126
1.08833
0.71085
1.13697
1.02092
1.197
0.989296
1.09674
1.03664
1.18335
1.11956
1.04529
1.00755
1.02601
1.0126
1.20443
1.0313
1.15263
0.938386
1.19999
0.909756
1.01761
1.27013
0.919094
1.06391
1.0345
0.94264
1.1219
0.963605
1.08699
1.08035
1.05674
0.951123
1.10417
0.973741
1.08882
1.05872
1.12242
0.979317
0.955143
1.16217
1.12741
0.94284
1.11024
0.944177
0.96276
1.09364
1.1799
0.938131
1.05488
1.11647
0.930842
1.05041
1.09558
0.87198
0.952941
1.08016
1.04725
1.03217
1.20018
1.04931
1.1783
1.08954
1.14609
1.07586
0.882832
0.956212
0.901104
1.20922
0.84816
0.993739
1.2544
0.928216
0.904833
1.06447
1.11498
0.909269
0.836102
0.823775
1.13779
1.0431
0.923729
1.10302
1.19875
1.06283
0.994028
1.03559
1.12594
0.998568
1.05745
1.02296
1.11846
1.01319
0.948646
1.1641
0.913711
0.957068
1.06109
1.1399
0.871839
1.04386
1.08821
1.01593
0.943941
0.862228
0.958808
0.944006
1.07447
0.934245
1.09278
1.20011
0.988308
1.01252
1.0582
1.16054
0.963094
1.27202
0.903387
1.21395
0.998326
0.990807
0.859106
0.937105
0.971878
0.953467
0.861931
1.01702
0.945831
1.03848
1.08613
1.14662
0.891577
1.02727
1.25738
1.11717
0.875902
1.11531
1.02226
0.896934
0.967449
0.912602
0.951882
1.08842
1.04839
1.04425
1.12681
0.977837
1.04146
1.08978
1.05068
1.06997
0.958343
1.09377
0.932538
1.12555
1.01214
0.939627
1.00333
1.21758
0.913874
0.842776
0.894568
0.923775
0.876198
1.04622
1.11509
0.870286
1.09678
0.977688
0.900694
1.06272
0.989115
1.01892
1.00559
1.00977
1.25626
0.880848
1.01696
1.08823
1.29407
1.02827
1.16673
1.00413
0.893163
0.846956
0.713378
1.05436
1.09348
0.953467
1.26691
1.30716
1.06061
1.02596
1.12024
0.947274
1.00453
1.06037
1.1686
1.11061
0.970987
1.04184
0.873099
0.966738
0.9178
0.989116
1.06403
0.935785
1.04542
0.882258
1.0231
0.953424
0.966137
0.918712
1.15032
1.11829
1.06447
0.909567
1.11424
1.06075
1.05338
1.12369
0.99574
0.986377
0.921717
1.00859
1.15879
1.03365
1.0843
0.82041
1.01725
0.98398
1.04313
0.861793
0.953523
0.876032
1.14329
0.94356
1.03099
1.17682
1.09483
0.955855
0.956798
0.928315
0.985976
1.10592
1.16322
1.07589
1.11547
0.838088
1.11731
1.10469
1.23121
0.966372
0.939588
0.872672
0.974432
0.949054
0.905341
0.92312
0.941248
0.876371
0.869674
1.11367
0.843091
0.837155
0.976473
0.924143
0.991053
0.957862
1.00766
1.09066
0.955486
0.808754
0.820648
1.1418
0.997934
0.961179
0.835414
0.991608
1.02759
1.10104
1.13446
0.837423
0.993003
1.01991
0.863566
1.04388
0.932496
1.09282
0.828694
0.869033
1.02774
0.928004
0.826211
0.900468
0.956668
0.808506
1.1867
0.990137
1.32622
0.956738
0.918786
1.02748
0.962785
0.908705
0.880126
1.1065
0.949023
1.10885
1.1051
0.84743
1.00159
0.717408
1.20679
0.818801
0.841695
1.22954
1.03294
1.09295
1.06173
0.891233
1.0897
0.927444
0.866296
1.19476
0.981189
0.925519
1.06751
1.01575
1.05742
1.01687
1.00274
1.0321
1.03912
0.902167
1.04604
1.15407
0.825354
0.919407
0.899362
